Fair-Trade Score,Panel Test,PackagingDatumTijdEind,Gewichtscontrole,Roosterprofiel,Cyclustijd,GrindingApparaat,Opmerkingen,Batchnr,GrindingDatumTijdEind,GrindingID,LeverancierLevertijd,Koffieboon,Registratiedatum,Benuttingsgraad,Voorraadniveaus,FillingID,Duurzaamheid Score,GrindingDatumTijdStart,FillingApparaat,PackagingApparaat,Cost,FillingDatumTijdStart,PackagingDatumTijdStart,PackagingID,ProcessTime,Herkomst,Audit van Leverancier,CO2-Footprint,Klantretourpercentage,Risicokwalificatie,FillingDatumTijdEind,Klanttevredenheid,Leveranciersbeoordeling,Laatste Audit,Defectpercentage,Energieverbruik
31,Voldoet gedeeltelijk,2020-02-17 05:45:13.698152,0.95 kg,Medium,5.65 uur,Grinder 2,Geen,8993,2020-02-17 03:12:19.056283,265,16 dagen,Arabica,2022-05-26,77.73%,,8431,23,2020-02-17 02:44:30,Filling Machine 1,Packager 3,9999999.99,2020-02-17 03:56:41.140781,2020-02-17 05:16:55.710074,3982,5.65 hours,Burundi,Herziening vereist,7.07 kg CO2/kg,0.94%,Matig,2020-02-17 04:17:57.866848,2,3.0,2023-05-26,0.44%,295.0 kWh
89,Voldoet,2022-02-28 02:25:49.120983,0.95 kg,Medium-Donker,3.84 uur,Grinder 4,Geen,1196,2022-02-28 00:38:03.788183,4484,16 dagen,Arabica,2020-10-22,99.99%,-999,8521,54,2022-02-28 00:21:09,Filling Machine 4,Packager 3,-100.0,2022-02-28 01:00:42.998706,2022-02-28 01:56:42.979390,9379,???,Myanmar,Afgekeurd,4.34 kg CO2/kg,0.63%,Kritiek,2022-02-28 01:15:10.888100,2,3.0,2021-08-24,1.99%,337.0 kWh
31,Voldoet,2022-10-01 06:58:52.807812,0.79 kg,Medium,3.86 uur,Grinder 5,Geen,2463,2022-10-01 04:32:06.476705,5706,6 dagen,Arabica,2020-01-29,77.76%,500 units,4160,-10,2022-10-01 04:08:45,Filling Machine 4,Packager 1,492.82 euros,2022-10-01 05:06:05.007150,2022-10-01 06:29:28.504362,2834,3.86 hours,Costa Rica,Goedgekeurd,,0.76%,Matig,2022-10-01 05:21:38.838504,999,6.0,2020-04-20,4.02%,282.0 kWh
67,Voldoet,2022-06-08 02:18:31.385125,1.27 kg,Medium,null,Grinder 1,Geen,1546,2022-06-07 23:58:53.220644,5057,13 dagen,Arabica,2021-08-06,91.45%,300 units,9068,60,2022-06-07 23:35:21,Filling Machine 3,Packager 5,491.43 euros,2022-06-08 00:34:32.851254,2022-06-08 01:52:19.659040,7614,3.83 hours,Ivoorkust,Goedgekeurd,5.41 kg CO2/kg,0.26%,Laag,2022-06-08 00:59:03.683152,1,5.0,2022-05-10,0.91%,413.0 kWh
17,Voldoet,2020-12-17 13:59:10.839634,0.87 kg,Medium-Donker,3.19 uur,Grinder 1,Geen,7360,2020-12-17 11:46:07.592159,1957,12 dagen,Robusta,,65.20%,100 units,4776,42,2020-12-17 11:19:20,Filling Machine 3,Packager 4,459.63 euros,2020-12-17 12:26:12.027902,2020-12-17 13:28:04.937797,6112,3.19 hours,Indonesië,Goedgekeurd,4.28 kg CO2/kg,0.40%,Laag,2020-12-17 12:36:27.431114,2,6.0,2021-10-11,4.13%,333.0 kWh
77,Voldoet,2022-05-03 20:57:12.711758,1.19 kg,Medium,3.11 uur,Grinder 5,Herziening vereist,4352,2022-05-03 18:51:34.007267,4866,21 dagen,Arabica,2023-05-26,81.65%,200 units,991,60,2022-05-03 18:40:46,Filling Machine 2,Packager 4,455.44 euros,2022-05-03 19:12:00.409882,2022-05-03 20:20:07.494574,4228,-2 hours,Peru,Goedgekeurd,3.10 kg CO2/kg,1.68%,Matig,2022-05-03 19:33:21.285357,1,3.0,2024-04-24,3.17%,243.0 kWh
55,Voldoet,2022-12-29 05:37:14.073183,0.70 kg,Medium-Donker,onbekend,Grinder 2,Geen,6457,2022-12-29 02:57:56.610346,6216,18 dagen,Robusta,2021-11-06,63.98%,100 units,7444,27,2022-12-29 02:45:27,Filling Machine 5,Packager 5,477.87 euros,2022-12-29 03:51:08.208593,2022-12-29 05:12:00.396983,7129,3.56 hours,Brazilië,Goedgekeurd,6.45 kg CO2/kg,1.24%,Hoog,31-02-2025 25:61:61,5,4.0,2022-03-11,2.96%,318.0 kWh
34,Voldoet niet,2023-08-31 05:08:51.115782,0.95 kg,Medium,4.11 uur,Grinder 1,Geen,9497,2023-08-31 03:06:59.135269,7522,16 dagen,Arabica,2021-09-11,92.25%,400 units,8374,63,31-02-2025 25:61:61,Filling Machine 4,Packager 2,505.51 euros,2023-08-31 03:55:23.114974,2023-08-31 04:46:40.098791,6619,???,Ethiopië,Herziening vereist,2.49 kg CO2/kg,0.23%,Laag,onbekend,6,5.0,,1.14%,397.0 kWh
50,Voldoet,2021-09-21 17:57:18.092288,0.92 kg,Medium,2.50 uur,Grinder 2,Herziening vereist,4862,2021-09-21 15:37:29.763487,3541,13 dagen,Robusta,2022-05-19,62.54%,500 units,4849,54,2021-09-21 15:16:57,Filling Machine 2,Packager 1,425.00 euros,2021-09-21 16:12:40.639944,2021-09-21 17:16:46.261160,3819,2.50 hours,Venezuela,Goedgekeurd,4.91 kg CO2/kg,0.32%,Matig,2021-09-21 16:28:12.801877,6,5.0,2022-08-11,2.29%,218.0 kWh
48,Voldoet gedeeltelijk,2022-06-04 20:42:32.153139,1.25 kg,Medium,4.20 uur,Grinder 5,Geen,7946,2022-06-04 18:03:43.122013,5037,19 dagen,Robusta,2020-07-03,58.41%,500 units,575,44,2022-06-04 17:43:20,Filling Machine 2,,-999999,2022-06-04 18:38:04.533409,2022-06-04 20:00:00.402774,1984,4.20 hours,Thailand,Afgekeurd,6.24 kg CO2/kg,1.60%,Hoog,2022-06-04 18:56:35.077409,8,2.0,2021-02-16,2.01%,222.0 kWh
68,Voldoet,2022-03-11 16:18:54.408402,0.95 kg,Medium,-5 uur,Grinder 4,Geen,2142,2022-03-11 14:37:47.072110,4563,10 dagen,Arabica,2021-04-25,73.46%,300 units,4130,33,2022-03-11 14:19:50,Filling Machine 1,Packager 4,466.22 euros,2022-03-11 14:55:56.477886,2022-03-11 15:58:22.357834,1053,3.32 hours,Myanmar,Herziening vereist,5.28 kg CO2/kg,1.68%,Matig,2022-03-11 15:14:07.629045,7,5.0,2021-08-20,1.30%,???
80,Voldoet gedeeltelijk,2021-06-04 09:10:37.928664,0.89 kg,Licht,4.56 uur,Grinder 5,Uitstekende kwaliteit,7896,2021-06-04 06:53:05.636034,2909,22 dagen,Arabica,2022-02-13,73.16%,NaN,7254,51,2021-06-04 06:36:35,Filling Machine 3,Packager 2,528.03 euros,2021-06-04 07:31:54.367410,2021-06-04 08:39:30.237701,5175,4.56 hours,Cuba,Herziening vereist,2.33 kg CO2/kg,0.86%,Matig,2021-06-04 07:37:45.501414,1,2.0,2022-07-08,1.63%,214.0 kWh
56,Voldoet niet,2021-09-11 17:21:47.156032,1.17 kg,Medium-Donker,6.24 uur,Grinder 5,Geen,8364,2021-09-11 15:01:55.219516,3488,16 dagen,Robusta,2023-03-24,68.87%,400 units,3409,67,2021-09-11 14:50:27,Filling Machine 5,Packager 1,611.81 euros,2021-09-11 15:27:36.372318,2021-09-11 16:39:15.526694,4743,6.24 hours,Guatemala,Herziening vereist,2.48 kg CO2/kg,0.74%,Laag,2021-09-11 15:43:02.127432,5,4.0,2023-06-25,2.09%,290.0 kWh
39,Voldoet niet,2022-01-10 03:36:31.531798,0.90 kg,Medium,4.25 uur,Grinder 2,Geen,1554,2022-01-10 01:21:29.230090,4185,17 dagen,Arabica,2022-06-18,59.19%,1000000 units,9085,43,2022-01-10 01:06:02,Filling Machine 2,Packager 1,512.30 euros,0000-00-00 00:00:00,2022-01-10 03:24:34.293817,6886,4.25 hours,Cuba,Afgekeurd,4.65 kg CO2/kg,0.70%,Zeer Hoog,2022-01-10 02:03:12.075726,4,4.0,2023-01-20,0.46%,301.0 kWh
42,Voldoet niet,2021-05-04 06:45:14.328046,1.00 kg,Medium,3.97 uur,Grinder 5,Geen,7610,2021-05-04 03:46:49.011483,2735,15 dagen,Arabica,2021-06-06,74.41%,500 units,803,65,2021-05-04 03:28:05,Filling Machine 1,Packager 5,498.74 euros,2021-05-04 04:11:18.468726,2021-05-04 06:12:33.729631,7194,3.97 hours,Rwanda,Goedgekeurd,6.93 kg CO2/kg,1.16%,Laag,2021-05-04 04:33:48.607337,1,5.0,2021-12-25,0.44%,294.0 kWh
67,Voldoet,2022-01-21 09:15:34.602629,1.20 kg,Medium,3.29 uur,Grinder 1,Geen,2692,2022-01-21 07:37:58.205005,4243,15 dagen,Robusta,2022-03-30,78.40%,400 units,804,49,2022-01-21 07:16:37,Filling Machine 5,Packager 3,464.75 euros,2022-01-21 08:12:20.389696,31-02-2025 25:61:61,6358,3.29 hours,Ethiopië,Goedgekeurd,10.00 kg CO2/kg,0.67%,Laag,2022-01-21 08:27:50.304254,8,6.0,2023-01-07,1.69%,431.0 kWh
62,Voldoet,2023-03-06 23:07:02.609160,1.24 kg,Licht,3.27 uur,Grinder 5,Geen,7937,2023-03-06 20:36:10.358109,6585,17 dagen,Robusta,2023-04-17,66.36%,500 units,5745,37,2023-03-06 20:20:37,Filling Machine 1,Packager 2,463.31 euros,2023-03-06 21:08:31.088627,2023-03-06 22:38:41.770829,5652,3.27 hours,Zambia,Afgekeurd,10.00 kg CO2/kg,1.81%,Zeer Hoog,2023-03-06 21:22:45.255898,7,1.0,2023-08-16,3.03%,113.0 kWh
61,Voldoet,2020-05-24 13:01:17.238144,0.98 kg,Medium,3.54 uur,Grinder 2,Geen,7855,2020-05-24 10:15:32.661182,780,21 dagen,Robusta,2021-08-24,78.49%,-999,6959,57,2020-05-24 10:00:04,Filling Machine 3,Packager 5,476.81 euros,2020-05-24 10:39:06.045878,2020-05-24 12:43:59.192122,1687,3.54 hours,Madagascar,Herziening vereist,10.00 kg CO2/kg,1.58%,Matig,2020-05-24 11:12:40.868556,1,3.0,2022-06-27,2.12%,202.0 kWh
56,Voldoet gedeeltelijk,2021-01-12 03:09:58.730499,0.96 kg,Licht,4.24 uur,Grinder 4,Geen,3356,2021-01-11 23:43:36.310667,2096,22 dagen,Robusta,2020-09-15,65.33%,100 units,1914,49,2021-01-11 23:21:15,Filling Machine 2,Packager 5,512.15 euros,2021-01-12 00:43:03.703666,2021-01-12 02:39:53.561005,6243,500 hours,Colombia,Goedgekeurd,5.78 kg CO2/kg,0.38%,Matig,2021-01-12 01:03:43.111793,3,5.0,2021-04-26,2.72%,260.0 kWh
55,Voldoet,2023-07-22 22:51:18.352555,1.14 kg,Licht,4.53 uur,Grinder 3,Geen,3314,2023-07-22 20:27:06.016550,7324,18 dagen,Arabica,2022-09-02,76.78%,100 units,1293,52,2023-07-22 20:15:15,Filling Machine 1,Packager 3,526.46 euros,2023-07-22 20:49:40.327315,2023-07-22 22:22:00.741153,2232,4.53 hours,Nicaragua,Goedgekeurd,10.00 kg CO2/kg,0.61%,Hoog,2023-07-22 21:04:27.935930,8,6.0,2023-05-02,3.15%,323.0 kWh
14,Voldoet,2020-08-19 13:46:55.358754,0.73 kg,Medium-Donker,4.94 uur,Grinder 3,Geen,4240,2020-08-19 11:23:11.796961,1256,17 dagen,Robusta,2022-12-21,67.29%,100 units,1287,49,2020-08-19 11:09:45,Filling Machine 2,Packager 4,547.10 euros,31-02-2025 25:61:61,2020-08-19 12:52:35.382323,6325,4.94 hours,Filipijnen,Herziening vereist,4.28 kg CO2/kg,0.69%,Matig,onbekend,7,1.0,2023-07-21,2.95%,259.0 kWh
24,Voldoet,2022-11-10 16:27:02.860960,0.75 kg,Medium,4.63 uur,Grinder 1,Geen,8825,onbekend,5907,15 dagen,Robusta,2021-12-08,84.63%,400 units,8141,77,2022-11-10 13:07:32,Filling Machine 1,Packager 4,9999999,2022-11-10 13:39:45.414202,2022-11-10 15:53:15.595321,5889,4.63 hours,Myanmar,Herziening vereist,2.71 kg CO2/kg,1.54%,Hoog,2022-11-10 13:53:40.258582,999,4.0,2022-11-19,1.04%,467.0 kWh
39,Voldoet niet,2020-03-28 02:54:20.875098,0.59 kg,Donker,9999 hours,Grinder 3,Geen,2015,2020-03-28 00:46:21.604446,497,22 dagen,Arabica,2022-09-13,84.06%,200 units,7690,60,2020-03-28 00:34:01,Filling Machine 3,Packager 4,461.55 euros,2020-03-28 01:09:02.166927,2020-03-28 02:24:40.088458,8585,3.23 hours,India,Afgekeurd,5.50 kg CO2/kg,1.12%,Kritiek,2020-03-28 01:18:12.847185,onbekend,8.0,2022-12-18,3.05%,152.0 kWh
71,Voldoet niet,0000-00-00 00:00:00,0.87 kg,Medium,3.46 uur,Grinder 1,Geen,2907,2022-11-12 00:03:16.523829,5914,14 dagen,Arabica,2022-10-05,79.18%,300 units,2640,36,2022-11-11 23:35:16,Filling Machine 2,Packager 3,472.83 euros,2022-11-12 00:37:24.161862,2022-11-12 02:11:44.875418,9220,3.46 hours,Cuba,Herziening vereist,8.70 kg CO2/kg,1.07%,Hoog,2022-11-12 00:45:53.229457,6,4.0,2023-05-19,1.85%,347.0 kWh
46,Voldoet,2022-04-16 08:44:53.598349,1.22 kg,Medium-Donker,???,Grinder 3,Geen,7249,2022-04-16 06:25:30.664129,4763,11 dagen,Robusta,2020-12-17,79.52%,500 units,4799,47,2022-04-16 06:10:29,Filling Machine 1,Packager 3,476.98 euros,2022-04-16 06:59:20.418851,2022-04-16 08:18:44.797777,9787,3.54 hours,Uganda,Goedgekeurd,4.51 kg CO2/kg,0.94%,Hoog,2022-04-16 07:05:37.279370,2,5.0,2021-06-23,2.40%,300.0 kWh
22,Voldoet,2021-11-04 09:04:00.857532,0.96 kg,Licht,4.72 uur,Grinder 4,Uitstekende kwaliteit,6708,2021-11-04 06:22:53.187391,3792,10 dagen,Robusta,2021-11-16,73.79%,200 units,143,42,2021-11-04 06:04:27,Filling Machine 4,Packager 3,536.20 euros,2021-11-04 07:06:08.063542,2021-11-04 08:30:47.409651,7549,4.72 hours,Zimbabwe,Goedgekeurd,7.90 kg CO2/kg,1.37%,Hoog,2021-11-04 07:14:40.966493,3,6.0,2022-06-30,3.64%,271.0 kWh
64,Voldoet,2022-11-02 22:20:20.342629,0.86 kg,Medium-Donker,4.79 uur,Grinder 5,Geen,3907,2022-11-02 20:06:15.730745,5871,13 dagen,Robusta,2022-12-26,81.40%,300 units,9095,50,2022-11-02 19:49:06,Filling Machine 3,Packager 5,539.27 euros,2022-11-02 20:36:12.359849,2022-11-02 21:56:51.163531,4626,-2 hours,Laos,Herziening vereist,1.44 kg CO2/kg,1.76%,Laag,2022-11-02 20:48:40.112859,4,1.0,2023-03-18,2.80%,269.0 kWh
75,Voldoet,2022-07-14 19:12:03.308712,1.15 kg,Medium,4.54 uur,Grinder 2,Geen,6418,2022-07-14 17:30:59.643960,5269,6 dagen,Liberica,2023-01-14,67.55%,400 units,1804,50,2022-07-14 17:18:52,Filling Machine 4,Packager 1,526.94 euros,2022-07-14 18:05:25.089259,2022-07-14 18:45:22.861961,5049,4.54 hours,Rwanda,Goedgekeurd,5.82 kg CO2/kg,1.11%,Matig,2022-07-14 18:24:28.400535,3,3.0,2023-10-02,3.66%,258.0 kWh
37,Voldoet,2020-09-03 18:28:15.716981,1.19 kg,Licht,4.82 uur,Grinder 5,Uitstekende kwaliteit,2148,2020-09-03 15:57:59.312160,1344,15 dagen,Arabica,2021-02-02,74.17%,300 units,4313,62,2020-09-03 15:34:23,Filling Machine 5,Packager 1,-100.0,2020-09-03 16:46:35.308440,2020-09-03 17:43:51.452693,6097,4.82 hours,Dominicaanse Republiek,Goedgekeurd,6.44 kg CO2/kg,0.97%,Laag,2020-09-03 16:57:29.305372,5,6.0,2021-05-26,0.03%,328.0 kWh
24,Voldoet,2021-03-10 06:31:43.960242,1.31 kg,Medium,5.15 uur,Grinder 4,Herziening vereist,4785,2021-03-10 03:40:48.730047,XXXX,18 dagen,Robusta,2021-10-04,70.12%,100 units,8301,35,2021-03-10 03:05:54,Filling Machine 5,Packager 5,557.60 euros,2021-03-10 04:16:03.024366,2021-03-10 05:48:49.033672,4459,5.15 hours,El Salvador,Herziening vereist,4.43 kg CO2/kg,1.05%,Hoog,2021-03-10 04:37:12.159452,4,4.0,2022-05-18,1.16%,187.0 kWh
62,Voldoet,2020-03-16 13:20:04.616661,0.99 kg,Medium-Donker,5.14 uur,Grinder 5,Geen,6507,2020-03-16 10:39:58.314134,9999,15 dagen,Arabica,2021-01-20,78.30%,,2578,60,2020-03-16 10:19:49,Filling Machine 3,Packager 2,556.85 euros,2020-03-16 11:04:28.680178,2020-03-16 12:33:45.859437,5029,5.14 hours,Madagascar,Goedgekeurd,6.07 kg CO2/kg,1.03%,Hoog,2020-03-16 11:18:28.332712,5,9.0,2021-12-15,3.82%,316.0 kWh
55,Voldoet,2020-05-10 09:38:17.396548,1.20 kg,Medium,3.51 uur,Grinder 4,Geen,1453,2020-05-10 07:06:54.767432,695,15 dagen,Arabica,2022-03-09,74.08%,-999,5041,53,2020-05-10 06:40:11,Filling Machine 3,Packager 1,475.54 euros,2020-05-10 07:31:20.766926,2020-05-10 09:00:49.787885,7588,3.51 hours,Madagascar,Goedgekeurd,2.16 kg CO2/kg,0.59%,Laag,2020-05-10 07:45:35.237295,8,4.0,2022-04-26,0.89%,295.0 kWh
17,Voldoet gedeeltelijk,2020-07-05 10:52:05.762062,0.81 kg,Medium,4.21 uur,Grinder 1,Geen,4918,2020-07-05 08:37:10.908598,1022,7 dagen,Excelsa,2023-08-22,81.71%,300 units,1019,31,2020-07-05 08:18:16,Filling Machine 2,Packager 3,510.57 euros,2020-07-05 09:21:32.266506,2020-07-05 10:26:22.798854,9959,4.21 hours,Democratische Republiek Congo,Afgekeurd,2.32 kg CO2/kg,0.72%,Hoog,2020-07-05 09:36:54.567878,6,4.0,2024-03-17,2.05%,387.0 kWh
36,Voldoet,2021-10-24 00:16:47.529375,,Medium,4.83 uur,Grinder 4,Geen,6797,2021-10-23 22:05:32.907944,3735,19 dagen,Robusta,2023-11-15,60.13%,400 units,6921,60,onbekend,Filling Machine 4,Packager 5,541.32 euros,2021-10-23 22:29:26.748115,2021-10-23 23:38:45.848806,6260,500 hours,El Salvador,Afgekeurd,3.65 kg CO2/kg,0.42%,Matig,onbekend,6,5.0,2024-05-09,2.16%,185.0 kWh
27,Voldoet,2022-04-23 08:01:23.957613,1.21 kg,Medium,4.54 uur,Grinder 1,Geen,6380,2022-04-23 06:16:33.575741,4798,11 dagen,Robusta,2020-05-21,84.32%,400 units,3889,37,2022-04-23 05:51:37,Filling Machine 5,Packager 4,526.94 euros,2022-04-23 06:35:43.893142,2022-04-23 07:29:41.243379,617,4.54 hours,Myanmar,Herziening vereist,5.79 kg CO2/kg,0.60%,Kritiek,2022-04-23 06:59:51.240677,6,7.0,2021-04-12,2.51%,383.0 kWh
62,Voldoet,2020-02-01 05:36:31.469250,1.18 kg,Medium-Donker,3.71 uur,Grinder 5,Geen,1670,2020-02-01 03:00:17.796839,174,19 dagen,Arabica,2022-08-25,74.41%,300 units,4647,45,2020-02-01 02:33:45,Filling Machine 2,Packager 1,485.35 euros,2020-02-01 03:42:34.958343,31-02-2025 25:61:61,7642,3.71 hours,India,Herziening vereist,,1.50%,Zeer Hoog,2020-02-01 03:50:54.180612,6,7.0,2023-02-03,1.00%,349.0 kWh
58,Voldoet,2020-08-19 21:50:14.888758,1.10 kg,Medium,3.30 uur,Grinder 3,Geen,9800,2020-08-19 19:21:32.370181,1258,8 dagen,Arabica,2020-04-14,85.18%,300 units,3684,28,2020-08-19 18:59:20,Filling Machine 2,Packager 2,464.82 euros,0000-00-00 00:00:00,2020-08-19 21:13:41.783158,9087,3.30 hours,Indonesië,Afgekeurd,7.40 kg CO2/kg,0.46%,Zeer Hoog,2020-08-19 20:08:39.490243,2,5.0,2020-11-15,1.68%,267.0 kWh
62,Voldoet,2023-10-08 07:41:34.506813,1.29 kg,Medium,9999 hours,Grinder 4,Geen,4266,2023-10-08 05:29:49.660771,7725,12 dagen,Arabica,2020-01-04,78.32%,400 units,6139,56,2023-10-08 05:10:31,Filling Machine 1,Packager 4,529.77 euros,2023-10-08 06:09:43.310167,2023-10-08 07:20:28.878335,1891,4.60 hours,Burundi,Afgekeurd,5.31 kg CO2/kg,1.04%,Matig,2023-10-08 06:25:25.859591,7,1.0,2020-06-11,1.62%,266.0 kWh
63,Voldoet gedeeltelijk,2020-01-14 23:14:04.343603,0.89 kg,Medium,???,Grinder 4,Geen,7244,2020-01-14 20:58:16.490086,75,14 dagen,Arabica,2022-05-19,78.79%,500 units,7080,54,2020-01-14 20:21:10,Filling Machine 5,Packager 1,534.65 euros,2020-01-14 21:39:32.104661,2020-01-14 22:40:06.099709,5751,4.69 hours,Jemen,Goedgekeurd,5.35 kg CO2/kg,1.38%,Matig,2020-01-14 21:57:24.740343,6,,2023-02-08,2.98%,abc kWh
30,Voldoet niet,2022-09-08 01:15:18.621047,0.83 kg,Licht,4.97 uur,Grinder 2,Uitstekende kwaliteit,9757,2022-09-07 22:46:17.574053,5561,11 dagen,Robusta,2022-04-30,63.56%,200 units,2190,53,2022-09-07 22:31:02,Filling Machine 3,Packager 2,548.48 euros,2022-09-07 23:33:05.743293,2022-09-08 00:36:33.134892,8853,4.97 hours,Kameroen,Goedgekeurd,3.82 kg CO2/kg,1.00%,Matig,2022-09-07 23:51:38.933907,5,5.0,2022-07-17,2.13%,null
28,Voldoet,2021-11-12 09:03:35.038721,0.92 kg,Medium,3.57 uur,Grinder 1,Geen,3724,2021-11-12 06:10:31.784948,3839,20 dagen,Arabica,2023-08-10,72.06%,300 units,5411,51,2021-11-12 05:39:33,Filling Machine 3,Packager 1,478.68 euros,2021-11-12 06:30:39.164403,2021-11-12 08:29:46.582714,7291,3.57 hours,Colombia,Goedgekeurd,4.42 kg CO2/kg,1.08%,Laag,2021-11-12 06:46:46.978730,6,5.0,2024-02-13,1.23%,351.0 kWh
54,Voldoet,2023-03-21 21:50:00.700313,0.52 kg,Donker,4.14 uur,Grinder 5,Geen,6716,2023-03-21 19:22:50.555887,6662,7 dagen,Excelsa,2023-06-03,77.20%,200 units,5915,52,2023-03-21 18:56:57,Filling Machine 2,Packager 3,506.88 euros,2023-03-21 20:04:33.136850,2023-03-21 21:30:48.729642,6526,500 hours,Papoea-Nieuw-Guinea,Goedgekeurd,2.87 kg CO2/kg,0.77%,Matig,0000-00-00 00:00:00,8,4.0,2024-05-02,2.44%,245.0 kWh
15,Voldoet niet,2023-02-22 17:23:51.305550,0.66 kg,Donker,3.96 uur,Grinder 2,Geen,5065,2023-02-22 15:23:15.832554,6517,15 dagen,Arabica,2023-05-31,53.69%,100 units,6751,53,2023-02-22 15:04:34,Filling Machine 5,Packager 1,497.94 euros,2023-02-22 15:33:06.556049,2023-02-22 16:54:15.081609,9152,3.96 hours,Costa Rica,Goedgekeurd,6.58 kg CO2/kg,0.00%,Hoog,2023-02-22 15:41:22.562666,3,4.0,,2.10%,206.0 kWh
70,Voldoet,onbekend,1.12 kg,Medium,4.72 uur,Grinder 5,Geen,2726,2022-06-03 22:36:32.771440,5031,18 dagen,Liberica,2022-01-17,90.64%,200 units,4940,999,2022-06-03 22:23:04,Filling Machine 1,Packager 2,536.24 euros,2022-06-03 23:03:15.890081,2022-06-04 00:26:46.087390,9069,4.72 hours,Uganda,Afgekeurd,3.99 kg CO2/kg,0.95%,Kritiek,2022-06-03 23:20:39.434714,1,7.0,2022-11-14,0.60%,247.0 kWh
0,Voldoet,2021-10-28 17:33:06.163847,0.91 kg,Medium,,Grinder 3,Geen,1344,2021-10-28 15:46:44.714850,3763,10 dagen,Excelsa,2022-04-12,78.24%,NaN,5884,55,2021-10-28 15:26:13,Filling Machine 1,Packager 1,565.20 euros,2021-10-28 16:12:53.429319,2021-10-28 16:58:41.270254,4369,5.30 hours,Malawi,Herziening vereist,7.50 kg CO2/kg,0.93%,Hoog,2021-10-28 16:23:09.905294,5,4.0,2023-04-11,2.55%,175.0 kWh
100,Voldoet,2021-10-05 05:12:57.233531,1.00 kg,Medium,3.57 uur,Grinder 2,Geen,6068,2021-10-05 03:01:30.831016,3622,24 dagen,Arabica,2022-01-20,68.45%,300 units,2829,69,31-02-2025 25:61:61,Filling Machine 1,Packager 4,478.49 euros,2021-10-05 03:23:12.326089,2021-10-05 04:48:09.223498,7747,3.57 hours,Indonesië,Afgekeurd,5.43 kg CO2/kg,1.08%,Zeer Hoog,2021-10-05 03:36:58.530254,onbekend,4.0,2022-05-30,2.36%,248.0 kWh
31,Voldoet,2021-12-27 10:39:20.955422,0.88 kg,Medium,3.75 uur,Grinder 4,Geen,9985,2021-12-27 08:37:02.046563,4105,12 dagen,Robusta,2022-09-02,65.81%,100 units,5782,52,2021-12-27 08:09:24,Filling Machine 5,Packager 4,487.47 euros,2021-12-27 09:14:18.050564,2021-12-27 10:20:52.972870,879,3.75 hours,Jamaica,Afgekeurd,5.39 kg CO2/kg,1.10%,Kritiek,2021-12-27 09:22:21.101685,5,4.0,2023-06-08,1.60%,240.0 kWh
53,Voldoet,2022-10-03 19:49:32.136767,0.99 kg,Licht,,Grinder 3,Geen,9708,2022-10-03 17:18:46.905533,5719,18 dagen,Arabica,2022-04-14,72.77%,400 units,3703,41,2022-10-03 16:53:38,Filling Machine 2,Packager 3,9999999,2022-10-03 17:46:43.369880,2022-10-03 19:23:17.005718,5805,4.95 hours,Zambia,Goedgekeurd,3.52 kg CO2/kg,0.52%,Hoog,2022-10-03 18:11:42.651608,2,8.0,2022-08-08,3.13%,255.0 kWh
63,Voldoet niet,2023-09-23 20:10:39.707232,1.06 kg,Licht,9999 hours,Grinder 2,Geen,1357,2023-09-23 18:06:56.340348,7664,11 dagen,Liberica,2023-07-29,87.70%,500 units,2776,45,2023-09-23 17:45:44,Filling Machine 1,Packager 1,425.55 euros,2023-09-23 18:24:10.221501,2023-09-23 19:28:58.102177,3798,2.51 hours,Burundi,Goedgekeurd,1.84 kg CO2/kg,2.00%,Laag,2023-09-23 18:33:55.964883,5,8.0,2023-11-18,2.07%,289.0 kWh
36,Voldoet,onbekend,0.74 kg,Licht,4.87 uur,Grinder 1,Uitstekende kwaliteit,4436,2023-03-26 12:06:29.121192,6693,24 dagen,Arabica,2023-06-07,92.75%,300 units,6636,48,2023-03-26 11:47:58,Filling Machine 4,Packager 5,543.44 euros,2023-03-26 12:28:29.728159,2023-03-26 14:13:51.480431,8043,4.87 hours,Kenia,Goedgekeurd,3.44 kg CO2/kg,1.45%,Laag,2023-03-26 12:45:44.950544,3,8.0,2023-12-11,2.90%,429.0 kWh
59,Voldoet,0000-00-00 00:00:00,1.25 kg,Medium,3.74 uur,Grinder 2,Geen,3338,2022-05-21 16:19:02.061382,4965,21 dagen,Robusta,2021-03-08,79.88%,100 units,4464,67,2022-05-21 15:57:50,Filling Machine 1,Packager 3,487.25 euros,2022-05-21 16:50:20.863557,2022-05-21 18:11:07.346259,6815,3.74 hours,Kameroen,Afgekeurd,7.20 kg CO2/kg,1.36%,Matig,2022-05-21 17:06:29.330155,1,5.0,2022-02-28,0.99%,291.0 kWh
82,Voldoet,2020-05-22 15:00:26.651963,0.72 kg,Medium,4.96 uur,Grinder 3,Geen,5041,2020-05-22 12:44:20.559290,769,13 dagen,Robusta,2020-10-27,86.95%,500 units,7475,55,2020-05-22 12:30:32,Filling Machine 2,Packager 2,548.04 euros,2020-05-22 13:16:30.909858,2020-05-22 14:31:31.067387,4453,4.96 hours,Tanzania,Goedgekeurd,6.54 kg CO2/kg,1.40%,Matig,2020-05-22 13:25:49.985774,4,7.0,2021-08-17,1.95%,286.0 kWh
